tweet,clean_tweet,label
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",dont love hoe,1
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",yo girl cant homeboy ol weak bitch ass nigga,1
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",think worst advic gave wa dont pussi speed lol,1
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",quot thi tweet favorit animalpussi,1
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",hate stripper tell theyr dancer hoe ballet dancer dont pop pussi beethoven stripper,1
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",andrewbry poff ha doubl vision 2 beer poff doubl pussi smh,1
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",bitch twerk comput ya ya damn,1
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",princ thi art nobodi takin hi bitch,1
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",61 % welfare/govern aid claim white peopl yall black slander trash,0
"""@QUAN1T0: These bitches don't care they just play that role.""",bitch dont care play role,1
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",took find wa hide lime tree di bitch da wrong tree bro,1
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",drake new shoe releas nike/jordan ye glitter shoe dude fag,1
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",inna di ghetto alon lmaoo,0
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",hoe austin teach us austini teach u get curv know,0
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",bitch cant cook know suck dick s/o one,1
"""@RenegadeMo: Fat hoes get chose"" lol",fat hoe get chose lol,1
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",hoesaintloy well theyr hoesno one expect loyal,1
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",ol bitch ass,1
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",bruh im tire nigga retweetin miley cyru nake bitch aint type bad lmaooo,1
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",becaus toni romo mav game dont mean still bitch lmao fuk cowgirl lol bitch fuck,1
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",holi shit freddi highmor wa charli chocol factori * roll floor laughing *,1
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",dont want sex gf becaus feel like im use - anonym whata faggot,1
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",@ one follow thi @ somebodi bitch dont,1
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",ya bitch alway bitch clearli care annoy bitch,1
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",catfish hoe thinkin slick nigga catch,1
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",cant worri bitch aint worri bout real,1
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",side hoe insecur nigga cant handl real one,1
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",lmao thi bitch come scoot tent like fuck shit,1
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",cousin said share hoe hi brother said share care love hi brother,1
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",im hungri ionn wan na spend money foodbrok hoe problem,1
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",dese hoe lyin us nigga,1
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",oh yeah fuck bitch,1
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",eli man threw hi nfl-lead 27th intercept season lmao trash,0
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",usc senior rb anthoni brown call head coach steve sarkisian racist quit team bitch,0
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",guess also zero time mansplain adio stfu pussi,1
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",chill sexi scalli lad,0
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",aint share bitch mine mine,1
"""@SukMySweetness: money only impress the simple broke bitches""",money onli impress simpl broke bitch,1
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",pisc never anybodi bitch dont let peopl control chang rigghhht,1
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",tuku ho idk blah blah blah,0
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",im mad cuh hahaha suur tuku ho ita,0
"""@TayKnosBest: These hoes is crazy""",hoe crazi,1
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",aint ever gon na slice bitch kevin hart (,1
"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",oomf fuckin fine tho dam @ dont bitch,1
"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags",wonder girl gave head 24 boy drink magaluf ha twitter probli send nude fag,1
"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly",newsatquest yeah bitch yeah bitch call _______ ) mayb b ) steve-o c ) later ) jess pinkman,1
"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right",hicki thigh right pussi onli right,1
"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass.",would still love im longer young beauti ugli monkey ass,1
"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming",yall come frontbitch aint come,1
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",faggot bitch,1
"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5",yea im ipad dont work thi friday let ball thi faggot work 2-5,1
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",thi scalli lad would get,0
"""@TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc"" Halloween was yesterday stupid nigger",gerryshalloweenparti halloween wa yesterday stupid nigger,1
"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI",chru still supahot tho * walk teacher test drop test bitch fohead *,1
"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever.",love eat pussi lol never get full lol eat shit forev lol ever,1
"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;",slush hoe nasti anyway famthem hoe tast like med,1
"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;",slush hoe nasti anyway fam,1
"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout",bobbi bitch-bi get live fuck hell yea play hoe befor workout,1
"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",yo bitch gucci mane bitch stoner,1
"""@TweetGameLazy: I can ride your bitch with no handle bars""",ride bitch handl bar,1
"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee""",aint hoe get traphoussseeee,1
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",15 sad tv charact death still bitter stark wa man,0
"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?",harbor bitch parti bu hoe lol,1
"""@Vbomb20: @Woodchuck20 pussy"" love it",pussi love,1
"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo",ultraviol video come littl bitch mtvhottest lana del rey bitchi promo,1
"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",way fuck bitch lmfao kittycopt,1
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",smuggler explain help fighter along jihadi highway,0
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",aww avi look cute togeth got ta get ike avi thi bitch,1
"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?",simpl dont hoe=dont worri expos fight mewhi,1
"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho",whi thi bitch boost size isnt exactli healthi tho,1
"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!",bet bitch kim bye,1
"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco",damn near got ta protect tweet stalker annoy got dope dick drive bitch loco,1
"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you",im make marack girlfriend aye b pullin hoe like taught,1
"""@XoXo__Angiee: Bruno fag boy"" you love me.",bruno fag boy love,1
"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;",must bitch sike naw thi whi alway beef,1
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",6-1 yanke look ralli bottom 9th rallycap,0
"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan",dont take advantag nice person @ hoes @ everyjuan,1
"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal",happi birthday bitch nigga thank pal,1
"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday",sad know hoe wont fuck bc aint got stack wait till friday,1
"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca",cinco shit harder fucc niggaye fucc wit rich homi cuz dat ya homeboy fucc nicca,1
"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;",ewww said last sundaya last sunday wa read nig,1
"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake..",onli punch real nigga face caus pussi nigga gon na punch right back strong mush shake,1
"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",pussi still fresh -- -- - someth stank girl say,1
"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week",ass slap one greatest thing haha slap girl ass got mad aint get pussi week,1
"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this.",yeah texan much better fuck retard see mad thi,1
"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here",nd wtf dark bitch blond pleas sever seat hoe look like blackmild,1
"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;",lane bitch need stay left n get right fuck outta face,1
"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh",hate boy deni bitch smh,1
"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!",ya nig still say yall dont eat butt straight face,1
"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner",im boss ass bitch need sit corner,1
"""@_iwantfranny: He's a hoe , I can't""",hoe cant,1
"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",paul thinkin bout gettin rental da weekend oooh shit bitch betta stay da street,1
"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",bitch hold nigga get lock nigga go colleg militari differ stori,1
"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe..",whi friend hate becaus ratchet hoe,1
"""@adriwadrri: No love for these fuck niggas"" hoes*",love fuck nigga hoes *,1
"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers.",hot meat sexi fuck scalli lad would love meet hi trainer,1
"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah.",sniff perv scalli lad fuck yeah,1
"""@alejandra_p13: These bitches love Sosa""",bitch love sosa,1
"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh",legit watch 30 40 second wtf prob caus retard smh,1
"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy",name cat idea mr pussi,1
"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally.",woof woof sexi thug boy scalli,1
"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me",u see damn phone ring marri bitch make demand havent call,1
"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe",tevin favorit sophomor think funni realli lmaoo littl hoe,1
